TIME,Temp(°C),Temp(°F),Water Range(cm),Water Level,Turbidity(Voltage),Water Purity,pH level,target column
42:12.2,31.44,88.59,54,Normal,3.09,Muddy,7.62,Medium
42:16.9,31.44,88.59,54,Normal,3.37,Muddy,7.89,Medium
42:21.5,31.5,88.7,54,Normal,3.11,Muddy,7.79,Medium
42:26.1,31.5,88.7,54,Normal,3.39,Muddy,7.73,Medium
42:30.8,31.44,88.59,55,Normal,3.38,Muddy,7.87,Medium
42:40.1,31.44,88.59,54,Normal,3.09,Muddy,7.98,Medium
42:49.4,31.44,88.59,55,Normal,3.35,Muddy,7.92,Medium
42:58.7,31.44,88.59,55,Normal,3.17,Muddy,7.91,Medium
43:03.3,31.44,88.59,55,Normal,3.32,Muddy,7.91,Medium
43:08.0,31.37,88.47,54,Normal,3.08,Muddy,7.71,Medium
43:17.3,31.44,88.59,55,Normal,3.09,Muddy,7.86,Medium
43:21.9,31.44,88.59,54,Normal,3.28,Muddy,7.84,Medium
14:18.6,39.69,103.44,16,Low,3.52,Little cloudy,7.9,Medium
23:22.2,38.44,101.19,9,Low,3.54,Little cloudy,7.89,Medium
23:45.5,38.38,101.07,16,Low,3.58,Little cloudy,7.88,Medium
24:50.5,38.19,100.74,15,Low,3.52,Little cloudy,7.89,Medium
25:13.8,38.13,100.62,13,Low,3.52,Little cloudy,7.94,Medium
26:18.8,38,100.4,9,Low,3.58,Little cloudy,7.68,Medium
26:37.4,38,100.4,13,Low,3.55,Little cloudy,7.71,Medium
26:42.1,37.94,100.29,14,Low,3.59,Little cloudy,7.94,Medium
27:42.5,37.81,100.06,15,Low,3.53,Little cloudy,7.69,Medium
28:38.2,37.69,99.84,16,Low,3.6,Little cloudy,7.68,Medium
28:42.9,37.69,99.84,16,Low,3.61,Little cloudy,7.89,Medium
29:34.0,37.63,99.72,16,Low,3.5,Little cloudy,7.95,Medium
30:53.0,37.44,99.39,10,Low,3.64,Little cloudy,7.69,Medium
31:16.2,37.38,99.28,16,Low,3.68,Little cloudy,7.97,Medium
31:39.4,37.31,99.16,17,Low,3.7,Little cloudy,7.7,Medium
31:44.1,37.31,99.16,16,Low,3.71,Little cloudy,7.71,Medium
31:48.7,37.31,99.16,17,Low,3.75,Little cloudy,7.86,Medium
32:07.3,37.25,99.05,17,Low,3.59,Little cloudy,7.6,Medium
32:12.0,37.25,99.05,17,Low,3.62,Little cloudy,7.96,Medium
32:16.6,37.25,99.05,17,Low,3.57,Little cloudy,7.69,Medium
32:39.9,37.19,98.94,16,Low,3.67,Little cloudy,7.8,Medium
32:49.1,37.19,98.94,15,Low,3.87,Little cloudy,7.82,Medium
33:17.0,37.13,98.82,16,Low,3.69,Little cloudy,7.73,Medium
33:26.3,37.06,98.71,16,Low,3.67,Little cloudy,7.85,Medium
33:44.9,37.06,98.71,17,Low,3.54,Little cloudy,7.78,Medium
33:58.8,37,98.6,16,Low,3.74,Little cloudy,7.85,Medium
34:17.4,36.94,98.49,15,Low,3.51,Little cloudy,7.76,Medium
34:36.0,36.94,98.49,16,Low,3.8,Little cloudy,7.9,Medium
34:40.7,36.94,98.49,17,Low,3.56,Little cloudy,7.79,Medium
35:03.9,36.94,98.49,16,Low,3.91,Little cloudy,7.86,Medium
35:13.2,36.88,98.37,17,Low,3.8,Little cloudy,7.9,Medium
35:22.5,36.88,98.37,17,Low,3.7,Little cloudy,7.84,Medium
35:27.1,36.88,98.37,16,Low,3.78,Little cloudy,7.89,Medium
35:36.4,36.88,98.37,17,Low,3.55,Little cloudy,7.99,Medium
35:45.7,36.88,98.37,17,Low,3.87,Little cloudy,7.92,Medium
36:04.3,36.81,98.26,15,Low,3.89,Little cloudy,8,Medium
36:13.6,36.81,98.26,17,Low,3.85,Little cloudy,7.91,Medium
36:18.2,36.75,98.15,17,Low,3.63,Little cloudy,7.9,Medium
36:32.2,36.75,98.15,17,Low,3.54,Little cloudy,7.81,Medium
36:50.8,36.69,98.04,15,Low,3.71,Little cloudy,7.87,Medium
36:55.4,36.69,98.04,14,Low,3.62,Little cloudy,7.84,Medium
37:00.1,36.69,98.04,16,Low,3.53,Little cloudy,7.94,Medium
37:14.0,36.69,98.04,17,Low,3.55,Little cloudy,7.79,Medium
37:18.7,36.63,97.92,17,Low,3.56,Little cloudy,8.01,Medium
37:23.3,36.69,98.04,10,Low,3.63,Little cloudy,7.79,Medium
37:32.6,36.63,97.92,17,Low,3.79,Little cloudy,7.94,Medium
37:37.3,36.63,97.92,17,Low,3.68,Little cloudy,7.96,Medium
37:46.5,36.56,97.81,17,Low,3.54,Little cloudy,7.77,Medium
37:51.2,36.56,97.81,16,Low,3.69,Little cloudy,7.86,Medium
37:55.8,36.56,97.81,17,Low,3.64,Little cloudy,7.73,Medium
38:05.1,36.56,97.81,16,Low,3.66,Little cloudy,7.78,Medium
38:33.0,36.5,97.7,16,Low,3.79,Little cloudy,7.79,Medium
38:37.7,36.5,97.7,16,Low,3.71,Little cloudy,7.91,Medium
38:42.3,36.5,97.7,17,Low,3.62,Little cloudy,7.86,Medium
38:51.6,36.44,97.59,17,Low,3.6,Little cloudy,8.03,Medium
38:56.2,36.5,97.7,16,Low,3.94,Little cloudy,7.89,Medium
39:28.8,36.38,97.47,17,Low,3.83,Little cloudy,7.72,Medium
39:47.4,36.38,97.47,15,Low,3.72,Little cloudy,7.73,Medium
40:01.3,36.38,97.47,17,Low,3.75,Little cloudy,8.01,Medium
40:05.9,36.31,97.36,17,Low,3.8,Little cloudy,7.83,Medium
40:24.5,36.31,97.36,17,Low,3.62,Little cloudy,7.93,Medium
40:29.2,36.31,97.36,17,Low,3.66,Little cloudy,7.8,Medium
40:43.1,36.31,97.36,17,Low,3.64,Little cloudy,7.97,Medium
40:52.4,36.25,97.25,16,Low,3.73,Little cloudy,7.84,Medium
41:11.0,36.19,97.14,16,Low,3.88,Little cloudy,8.02,Medium
41:34.2,36.19,97.14,17,Low,3.77,Little cloudy,7.72,Medium
41:38.9,36.19,97.14,17,Low,3.71,Little cloudy,7.9,Medium
41:48.2,36.19,97.14,16,Low,3.66,Little cloudy,7.95,Medium
42:34.6,36.13,97.03,16,Low,3.6,Little cloudy,8,Medium
42:39.3,36.06,96.91,17,Low,3.87,Little cloudy,7.81,Medium
42:48.6,36.06,96.91,16,Low,3.67,Little cloudy,7.91,Medium
43:02.5,36.06,96.91,17,Low,3.79,Little cloudy,7.87,Medium
43:25.7,35.94,96.69,17,Low,3.81,Little cloudy,7.93,Medium
43:35.0,35.94,96.69,16,Low,3.63,Little cloudy,7.87,Medium
43:53.6,35.88,96.57,17,Low,3.56,Little cloudy,7.82,Medium
43:58.3,35.94,96.69,9,Low,3.64,Little cloudy,7.94,Medium
44:02.9,35.88,96.57,16,Low,3.54,Little cloudy,7.89,Medium
44:07.6,35.88,96.57,17,Low,3.58,Little cloudy,7.93,Medium
44:12.2,35.88,96.57,16,Low,3.56,Little cloudy,7.85,Medium
44:54.0,35.81,96.46,15,Low,3.67,Little cloudy,7.94,Medium
45:12.6,35.75,96.35,17,Low,3.77,Little cloudy,7.95,Medium
45:17.3,35.75,96.35,17,Low,3.88,Little cloudy,8.04,Medium
45:45.2,35.75,96.35,15,Low,3.79,Little cloudy,7.9,Medium
45:49.8,35.69,96.24,15,Low,3.75,Little cloudy,7.84,Medium
46:03.7,35.69,96.24,17,Low,3.6,Little cloudy,7.98,Medium
46:17.7,35.69,96.24,16,Low,3.79,Little cloudy,7.9,Medium
46:22.3,35.69,96.24,17,Low,3.69,Little cloudy,7.97,Medium
46:27.0,35.69,96.24,16,Low,3.62,Little cloudy,7.76,Medium
46:31.6,35.69,96.24,17,Low,3.81,Little cloudy,7.88,Medium
46:40.9,35.63,96.12,16,Low,3.74,Little cloudy,7.94,Medium
46:54.8,35.63,96.12,17,Low,3.92,Little cloudy,7.81,Medium
46:59.5,35.56,96.01,9,Low,3.8,Little cloudy,7.94,Medium
47:08.8,35.56,96.01,17,Low,3.98,Little cloudy,7.78,Medium
47:27.4,35.56,96.01,16,Low,3.97,Little cloudy,7.92,Medium
47:36.7,35.56,96.01,17,Low,3.75,Little cloudy,7.69,Medium
47:46.0,35.5,95.9,15,Low,3.79,Little cloudy,7.7,Medium
47:50.6,35.56,96.01,16,Low,3.72,Little cloudy,7.9,Medium
47:59.9,35.44,95.79,16,Low,3.84,Little cloudy,7.82,Medium
48:09.2,35.5,95.9,16,Low,3.97,Little cloudy,7.98,Medium
48:18.5,35.5,95.9,16,Low,3.99,Little cloudy,7.86,Medium
48:23.2,35.44,95.79,17,Low,3.68,Little cloudy,7.89,Medium
48:27.8,35.5,95.9,17,Low,3.91,Little cloudy,7.9,Medium
48:37.1,35.44,95.79,16,Low,3.68,Little cloudy,7.91,Medium
49:18.9,35.38,95.67,16,Low,3.84,Little cloudy,7.93,Medium
49:23.6,35.38,95.67,15,Low,3.94,Little cloudy,7.84,Medium
49:32.9,35.31,95.56,15,Low,3.95,Little cloudy,7.81,Medium
49:37.5,35.31,95.56,17,Low,3.63,Little cloudy,7.86,Medium
49:42.1,35.31,95.56,15,Low,3.69,Little cloudy,7.93,Medium
50:05.4,35.25,95.45,17,Low,3.88,Little cloudy,7.9,Medium
50:14.7,35.25,95.45,16,Low,3.91,Little cloudy,7.96,Medium
50:33.3,35.25,95.45,17,Low,3.64,Little cloudy,7.79,Medium
50:56.5,35.25,95.45,17,Low,3.74,Little cloudy,8.1,Medium
23:54.8,38.31,100.96,55,Normal,3.52,Little cloudy,7.83,Medium
24:04.1,38.31,100.96,55,Normal,3.53,Little cloudy,7.9,Medium
24:27.3,38.25,100.85,55,Normal,3.55,Little cloudy,7.94,Medium
24:31.9,38.25,100.85,55,Normal,3.51,Little cloudy,7.87,Medium
24:41.2,38.19,100.74,56,Normal,3.54,Little cloudy,7.84,Medium
25:04.5,38.19,100.74,50,Normal,3.55,Little cloudy,7.73,Medium
25:23.1,38.13,100.62,55,Normal,3.57,Little cloudy,7.97,Medium
25:27.7,38.13,100.62,55,Normal,3.52,Little cloudy,7.9,Medium
25:46.3,38.13,100.62,56,Normal,3.52,Little cloudy,8.01,Medium
25:55.6,38.06,100.51,56,Normal,3.61,Little cloudy,7.75,Medium
26:00.2,38.06,100.51,56,Normal,3.6,Little cloudy,7.86,Medium
26:09.5,38,100.4,56,Normal,3.57,Little cloudy,7.94,Medium
26:32.8,38,100.4,54,Normal,3.52,Little cloudy,7.9,Medium
26:46.7,37.94,100.29,54,Normal,3.59,Little cloudy,7.79,Medium
27:00.6,37.94,100.29,54,Normal,3.63,Little cloudy,7.88,Medium
27:09.9,37.88,100.17,54,Normal,3.59,Little cloudy,7.95,Medium
27:14.6,37.88,100.17,54,Normal,3.59,Little cloudy,7.94,Medium
27:47.1,37.81,100.06,54,Normal,3.56,Little cloudy,7.81,Medium
28:10.3,37.81,100.06,54,Normal,3.54,Little cloudy,7.93,Medium
28:15.0,37.75,99.95,54,Normal,3.6,Little cloudy,7.89,Medium
28:19.6,37.81,100.06,54,Normal,3.6,Little cloudy,7.92,Medium
28:33.6,37.69,99.84,54,Normal,3.58,Little cloudy,7.94,Medium
29:06.1,37.69,99.84,54,Normal,3.57,Little cloudy,7.99,Medium
29:10.7,37.63,99.72,55,Normal,3.53,Little cloudy,7.98,Medium
29:15.4,37.63,99.72,54,Normal,3.59,Little cloudy,7.94,Medium
29:24.7,37.63,99.72,53,Normal,3.55,Little cloudy,7.61,Medium
29:29.3,37.63,99.72,54,Normal,3.55,Little cloudy,7.91,Medium
30:01.9,37.5,99.5,55,Normal,3.62,Little cloudy,7.67,Medium
30:15.8,37.56,99.61,54,Normal,3.5,Little cloudy,7.83,Medium
30:25.1,37.5,99.5,49,Normal,3.57,Little cloudy,7.8,Medium
31:02.3,37.44,99.39,55,Normal,3.64,Little cloudy,8.04,Medium
31:06.9,37.38,99.28,55,Normal,3.54,Little cloudy,7.91,Medium
31:11.6,37.38,99.28,54,Normal,3.77,Little cloudy,7.94,Medium
31:20.8,37.38,99.28,54,Normal,3.86,Little cloudy,7.68,Medium
31:25.5,37.38,99.28,56,Normal,3.81,Little cloudy,7.86,Medium
31:30.1,37.38,99.28,55,Normal,3.78,Little cloudy,7.92,Medium
31:34.8,37.38,99.28,54,Normal,3.8,Little cloudy,7.84,Medium
31:53.4,37.31,99.16,55,Normal,3.74,Little cloudy,7.92,Medium
32:02.7,37.25,99.05,53,Normal,3.58,Little cloudy,7.91,Medium
32:21.3,37.25,99.05,55,Normal,3.51,Little cloudy,7.83,Medium
32:25.9,37.25,99.05,50,Normal,3.51,Little cloudy,7.67,Medium
32:30.6,37.19,98.94,53,Normal,3.73,Little cloudy,7.5,Medium
32:35.2,37.25,99.05,55,Normal,3.55,Little cloudy,7.91,Medium
32:44.5,37.19,98.94,53,Normal,3.57,Little cloudy,7.84,Medium
32:53.8,37.19,98.94,54,Normal,3.54,Little cloudy,7.78,Medium
32:58.4,37.19,98.94,54,Normal,3.82,Little cloudy,7.68,Medium
33:03.1,37.13,98.82,55,Normal,3.66,Little cloudy,7.49,Medium
33:07.7,37.19,98.94,54,Normal,3.8,Little cloudy,7.77,Medium
33:12.4,37.13,98.82,54,Normal,3.64,Little cloudy,7.68,Medium
33:21.7,37.13,98.82,54,Normal,3.59,Little cloudy,7.68,Medium
33:31.0,37.13,98.82,53,Normal,3.7,Little cloudy,7.73,Medium
33:35.6,37.13,98.82,53,Normal,3.72,Little cloudy,8.01,Medium
33:40.2,37.06,98.71,55,Normal,3.52,Little cloudy,7.86,Medium
33:49.6,37.06,98.71,55,Normal,3.59,Little cloudy,7.89,Medium
33:54.2,37.06,98.71,54,Normal,3.53,Little cloudy,7.89,Medium
34:03.5,37,98.6,54,Normal,3.73,Little cloudy,8.01,Medium
34:08.1,37,98.6,54,Normal,3.7,Little cloudy,7.91,Medium
34:12.8,37,98.6,54,Normal,3.59,Little cloudy,7.89,Medium
34:22.1,37,98.6,53,Normal,3.65,Little cloudy,7.9,Medium
34:26.7,37,98.6,54,Normal,3.61,Little cloudy,7.9,Medium
34:45.3,37,98.6,55,Normal,3.91,Little cloudy,7.94,Medium
34:50.0,36.94,98.49,54,Normal,3.74,Little cloudy,7.9,Medium
34:54.6,36.94,98.49,53,Normal,3.77,Little cloudy,7.79,Medium
34:59.3,36.88,98.37,54,Normal,3.82,Little cloudy,7.65,Medium
35:08.5,36.88,98.37,55,Normal,3.79,Little cloudy,8.07,Medium
35:17.8,36.88,98.37,55,Normal,3.86,Little cloudy,7.77,Medium
35:31.8,36.88,98.37,54,Normal,3.66,Little cloudy,7.57,Medium
35:41.1,36.88,98.37,55,Normal,3.82,Little cloudy,7.89,Medium
35:50.4,36.88,98.37,54,Normal,3.64,Little cloudy,8.01,Medium
35:55.0,36.88,98.37,54,Normal,3.61,Little cloudy,7.76,Medium
35:59.6,36.81,98.26,54,Normal,3.6,Little cloudy,7.87,Medium
36:08.9,36.81,98.26,54,Normal,3.86,Little cloudy,7.92,Medium
36:22.9,36.75,98.15,55,Normal,3.75,Little cloudy,7.77,Medium
36:27.5,36.75,98.15,55,Normal,3.85,Little cloudy,7.88,Medium
36:36.8,36.69,98.04,54,Normal,3.63,Little cloudy,7.88,Medium
36:41.5,36.69,98.04,55,Normal,3.79,Little cloudy,7.91,Medium
36:46.1,36.75,98.15,54,Normal,3.87,Little cloudy,7.96,Medium
37:04.7,36.69,98.04,54,Normal,3.63,Little cloudy,7.86,Medium
37:09.4,36.69,98.04,54,Normal,3.75,Little cloudy,7.79,Medium
37:27.9,36.63,97.92,54,Normal,3.54,Little cloudy,7.96,Medium
37:41.9,36.63,97.92,54,Normal,3.63,Little cloudy,7.78,Medium
38:00.5,36.56,97.81,54,Normal,3.59,Little cloudy,8.13,Medium
38:09.8,36.56,97.81,54,Normal,3.71,Little cloudy,7.79,Medium
38:14.4,36.5,97.7,54,Normal,3.8,Little cloudy,7.72,Medium
38:19.1,36.5,97.7,54,Normal,3.75,Little cloudy,7.77,Medium
38:23.7,36.5,97.7,55,Normal,3.73,Little cloudy,7.82,Medium
38:28.4,36.5,97.7,54,Normal,3.78,Little cloudy,7.8,Medium
38:47.0,36.5,97.7,54,Normal,3.78,Little cloudy,7.86,Medium
39:00.9,36.5,97.7,54,Normal,3.73,Little cloudy,7.58,Medium
39:05.5,36.44,97.59,53,Normal,3.7,Little cloudy,7.87,Medium
39:10.2,36.44,97.59,54,Normal,3.68,Little cloudy,7.92,Medium
39:14.8,36.44,97.59,54,Normal,3.61,Little cloudy,7.93,Medium
39:19.5,36.44,97.59,54,Normal,3.71,Little cloudy,7.86,Medium
39:24.1,36.38,97.47,55,Normal,3.84,Little cloudy,7.84,Medium
39:33.4,36.44,97.59,54,Normal,3.88,Little cloudy,7.81,Medium
39:38.1,36.38,97.47,55,Normal,3.78,Little cloudy,7.91,Medium
39:42.7,36.38,97.47,54,Normal,3.88,Little cloudy,7.86,Medium
39:52.0,36.38,97.47,54,Normal,3.63,Little cloudy,7.84,Medium
39:56.6,36.38,97.47,55,Normal,3.78,Little cloudy,7.95,Medium
40:10.6,36.38,97.47,55,Normal,3.78,Little cloudy,7.92,Medium
40:15.2,36.31,97.36,54,Normal,3.69,Little cloudy,7.91,Medium
40:19.9,36.31,97.36,53,Normal,3.85,Little cloudy,7.89,Medium
40:33.8,36.31,97.36,54,Normal,3.83,Little cloudy,7.87,Medium
40:38.5,36.31,97.36,54,Normal,3.95,Little cloudy,7.9,Medium
40:47.8,36.31,97.36,55,Normal,3.9,Little cloudy,7.8,Medium
40:57.1,36.31,97.36,53,Normal,3.64,Little cloudy,7.77,Medium
41:01.7,36.25,97.25,54,Normal,3.65,Little cloudy,7.88,Medium
41:06.3,36.25,97.25,55,Normal,3.82,Little cloudy,7.6,Medium
41:15.6,36.19,97.14,54,Normal,3.85,Little cloudy,7.93,Medium
41:20.3,36.19,97.14,54,Normal,3.63,Little cloudy,8,Medium
41:24.9,36.19,97.14,54,Normal,3.73,Little cloudy,7.82,Medium
41:29.6,36.19,97.14,53,Normal,3.88,Little cloudy,7.98,Medium
41:43.5,36.19,97.14,54,Normal,3.68,Little cloudy,7.73,Medium
41:52.8,36.19,97.14,54,Normal,3.67,Little cloudy,7.9,Medium
41:57.5,36.13,97.03,54,Normal,3.87,Little cloudy,7.73,Medium
42:02.1,36.13,97.03,54,Normal,3.65,Little cloudy,7.83,Medium
42:06.7,36.13,97.03,55,Normal,3.87,Little cloudy,7.89,Medium
42:11.4,36.13,97.03,54,Normal,3.8,Little cloudy,7.68,Medium
42:16.0,36.13,97.03,54,Normal,3.71,Little cloudy,7.88,Medium
42:20.7,36.13,97.03,54,Normal,3.71,Little cloudy,7.9,Medium
42:25.3,36.06,96.91,54,Normal,3.67,Little cloudy,7.77,Medium
42:30.0,36.06,96.91,55,Normal,3.91,Little cloudy,7.9,Medium
42:43.9,36.06,96.91,54,Normal,3.81,Little cloudy,7.86,Medium
42:53.2,36,96.8,55,Normal,3.86,Little cloudy,7.82,Medium
42:57.9,36,96.8,54,Normal,3.94,Little cloudy,7.91,Medium
43:07.2,36.06,96.91,54,Normal,4,Little cloudy,7.85,Medium
43:11.8,35.94,96.69,54,Normal,3.71,Little cloudy,7.68,Medium
43:16.4,36,96.8,53,Normal,3.84,Little cloudy,7.79,Medium
43:21.1,36,96.8,53,Normal,3.6,Little cloudy,7.88,Medium
43:30.4,36,96.8,54,Normal,3.84,Little cloudy,7.92,Medium
43:39.7,35.94,96.69,55,Normal,3.81,Little cloudy,7.77,Medium
43:44.3,35.94,96.69,54,Normal,3.64,Little cloudy,7.85,Medium
43:49.0,35.88,96.57,54,Normal,3.7,Little cloudy,7.74,Medium
44:16.9,35.88,96.57,54,Normal,3.71,Little cloudy,7.81,Medium
44:21.5,35.88,96.57,55,Normal,3.83,Little cloudy,7.82,Medium
44:26.1,35.88,96.57,55,Normal,3.63,Little cloudy,7.73,Medium
44:30.8,35.88,96.57,54,Normal,3.81,Little cloudy,7.84,Medium
44:35.5,35.88,96.57,56,Normal,3.6,Little cloudy,7.68,Medium
44:40.1,35.81,96.46,55,Normal,3.75,Little cloudy,7.95,Medium
44:44.7,35.81,96.46,55,Normal,3.85,Little cloudy,7.73,Medium
44:49.4,35.81,96.46,54,Normal,3.66,Little cloudy,7.91,Medium
44:58.7,35.81,96.46,53,Normal,3.93,Little cloudy,7.88,Medium
45:03.3,35.81,96.46,55,Normal,3.9,Little cloudy,7.91,Medium
45:08.0,35.81,96.46,55,Normal,3.59,Little cloudy,7.44,Medium
45:21.9,35.75,96.35,54,Normal,3.93,Little cloudy,7.94,Medium
45:26.6,35.75,96.35,53,Normal,3.94,Little cloudy,7.76,Medium
45:31.2,35.75,96.35,54,Normal,3.87,Little cloudy,7.83,Medium
45:35.9,35.75,96.35,54,Normal,3.78,Little cloudy,7.64,Medium
45:40.5,35.75,96.35,53,Normal,3.65,Little cloudy,7.81,Medium
45:54.4,35.75,96.35,54,Normal,3.95,Little cloudy,7.94,Medium
45:59.1,35.75,96.35,53,Normal,3.7,Little cloudy,7.94,Medium
46:08.4,35.69,96.24,54,Normal,3.86,Little cloudy,7.97,Medium
46:13.0,35.69,96.24,54,Normal,3.7,Little cloudy,7.91,Medium
46:36.3,35.63,96.12,54,Normal,3.87,Little cloudy,7.89,Medium
46:45.6,35.63,96.12,54,Normal,3.86,Little cloudy,7.79,Medium
46:50.2,35.56,96.01,54,Normal,3.79,Little cloudy,7.58,Medium
47:04.1,35.56,96.01,53,Normal,3.86,Little cloudy,7.82,Medium
47:13.4,35.63,96.12,54,Normal,3.65,Little cloudy,7.83,Medium
47:18.1,35.56,96.01,55,Normal,3.75,Little cloudy,7.88,Medium
47:22.7,35.56,96.01,54,Normal,3.95,Little cloudy,7.98,Medium
47:41.3,35.5,95.9,54,Normal,3.97,Little cloudy,7.9,Medium
47:55.3,35.5,95.9,55,Normal,3.82,Little cloudy,7.85,Medium
48:04.6,35.5,95.9,54,Normal,3.99,Little cloudy,7.86,Medium
48:13.8,35.5,95.9,53,Normal,3.88,Little cloudy,7.87,Medium
48:32.4,35.44,95.79,54,Normal,3.96,Little cloudy,7.91,Medium
48:41.7,35.44,95.79,54,Normal,3.8,Little cloudy,7.94,Medium
48:46.4,35.38,95.67,55,Normal,3.71,Little cloudy,8,Medium
48:51.0,35.38,95.67,55,Normal,3.95,Little cloudy,7.74,Medium
48:55.7,35.38,95.67,54,Normal,3.88,Little cloudy,7.49,Medium
49:05.0,35.38,95.67,55,Normal,3.91,Little cloudy,7.71,Medium
49:09.6,35.38,95.67,54,Normal,3.78,Little cloudy,7.73,Medium
49:14.3,35.38,95.67,55,Normal,3.63,Little cloudy,7.78,Medium
49:28.2,35.31,95.56,53,Normal,3.93,Little cloudy,7.77,Medium
49:46.8,35.31,95.56,54,Normal,3.69,Little cloudy,7.91,Medium
49:51.4,35.31,95.56,54,Normal,3.95,Little cloudy,7.95,Medium
49:56.1,35.31,95.56,54,Normal,3.82,Little cloudy,7.88,Medium
50:00.7,35.25,95.45,54,Normal,3.8,Little cloudy,7.68,Medium
50:10.0,35.31,95.56,54,Normal,3.75,Little cloudy,7.88,Medium
50:19.3,35.25,95.45,54,Normal,3.71,Little cloudy,8.07,Medium
50:24.0,35.31,95.56,55,Normal,3.63,Little cloudy,7.73,Medium
50:28.6,35.25,95.45,54,Normal,3.85,Little cloudy,7.68,Medium
50:37.9,35.25,95.45,53,Normal,3.71,Little cloudy,7.89,Medium
50:42.5,35.19,95.34,54,Normal,3.81,Little cloudy,7.82,Medium
50:47.2,35.31,95.56,55,Normal,3.67,Little cloudy,7.86,Medium
50:51.8,35.19,95.34,53,Normal,3.86,Little cloudy,7.91,Medium
39:06.4,31.62,88.92,54,Normal,3.51,Little cloudy,7.8,Medium
40:02.2,31.62,88.92,55,Normal,3.84,Little cloudy,7.92,Medium
47:32.0,35.56,96.01,16,Low,4.03,Clear,7.87,Medium
49:00.3,35.38,95.67,54,Normal,4.02,Clear,7.76,Medium
28:13.5,28.44,83.19,96,Full,5.42,Clear,7.29,Normal
28:18.1,28.44,83.19,96,Full,5.51,Clear,7.25,Normal
28:22.8,28.44,83.19,96,Full,5.47,Clear,7.2,Normal
28:27.4,28.44,83.19,96,Full,5.33,Clear,7.31,Normal
28:32.0,28.44,83.19,96,Full,5.58,Clear,7.19,Normal
28:36.7,28.5,83.3,96,Full,5.52,Clear,7.34,Normal
28:41.3,28.5,83.3,96,Full,5.56,Clear,7.26,Normal
28:46.0,28.5,83.3,96,Full,5.32,Clear,7.3,Normal
28:50.6,28.5,83.3,96,Full,5.35,Clear,7.2,Normal
28:55.3,28.5,83.3,96,Full,5.35,Clear,7.23,Normal
28:59.9,28.5,83.3,96,Full,5.56,Clear,7.34,Normal
29:04.5,28.5,83.3,96,Full,5.62,Clear,7.33,Normal
29:09.2,28.44,83.19,96,Full,5.59,Clear,7.31,Normal
29:13.8,28.5,83.3,96,Full,5.51,Clear,7.25,Normal
29:18.5,28.44,83.19,96,Full,5.58,Clear,7.17,Normal
29:23.1,28.5,83.3,96,Full,5.55,Clear,7,Normal
29:27.8,28.5,83.3,96,Full,5.41,Clear,7.24,Normal
29:32.4,28.44,83.19,96,Full,5.55,Clear,7.28,Normal
29:37.1,28.5,83.3,96,Full,5.46,Clear,7.41,Normal
29:41.7,28.5,83.3,96,Full,5.43,Clear,7.33,Normal
29:46.3,28.5,83.3,96,Full,5.48,Clear,7.26,Normal
29:51.0,28.5,83.3,96,Full,5.58,Clear,7.18,Normal
29:55.6,28.5,83.3,96,Full,5.54,Clear,7.17,Normal
30:00.3,28.5,83.3,96,Full,5.6,Clear,6.97,Normal
30:04.9,28.5,83.3,96,Full,5.33,Clear,7.33,Normal
30:09.6,28.5,83.3,96,Full,5.3,Clear,7.34,Normal
30:14.2,28.5,83.3,96,Full,5.46,Clear,7.29,Normal
30:18.8,28.5,83.3,96,Full,5.34,Clear,7.29,Normal
30:23.5,28.44,83.19,96,Full,5.5,Clear,7.16,Normal
30:28.1,28.44,83.19,96,Full,5.38,Clear,7.27,Normal
30:32.8,28.5,83.3,96,Full,5.5,Clear,7.23,Normal
30:37.4,28.5,83.3,96,Full,5.43,Clear,7.23,Normal
30:42.1,28.44,83.19,96,Full,5.35,Clear,7.23,Normal
30:46.7,28.44,83.19,96,Full,5.4,Clear,7.23,Normal
30:51.3,28.44,83.19,96,Full,5.34,Clear,7.27,Normal
30:56.0,28.44,83.19,96,Full,5.47,Clear,7.29,Normal
31:00.6,28.44,83.19,96,Full,5.29,Clear,7.35,Normal
31:05.3,28.44,83.19,96,Full,5.47,Clear,7.2,Normal
31:09.9,28.44,83.19,96,Full,5.51,Clear,6.95,Normal
31:14.6,28.5,83.3,96,Full,5.3,Clear,7.31,Normal
31:19.2,28.44,83.19,96,Full,5.36,Clear,7.29,Normal
31:23.8,28.44,83.19,96,Full,5.54,Clear,7.27,Normal
31:28.5,28.44,83.19,96,Full,5.4,Clear,7.25,Normal
31:33.1,28.44,83.19,96,Full,5.39,Clear,7.18,Normal
31:37.8,28.44,83.19,96,Full,5.53,Clear,7.13,Normal
31:42.4,28.44,83.19,96,Full,5.29,Clear,7.35,Normal
31:47.0,28.44,83.19,96,Full,5.35,Clear,7.39,Normal
31:51.7,28.44,83.19,96,Full,5.61,Clear,7.23,Normal
31:56.3,28.44,83.19,96,Full,5.48,Clear,7.29,Normal
32:01.0,28.44,83.19,96,Full,5.38,Clear,7.25,Normal
32:05.6,28.44,83.19,96,Full,5.66,Clear,7.25,Normal
32:10.3,28.44,83.19,96,Full,5.35,Clear,7.23,Normal
32:14.9,28.44,83.19,96,Full,5.6,Clear,7.25,Normal
32:19.6,28.44,83.19,96,Full,5.52,Clear,7.29,Normal
32:24.2,28.44,83.19,96,Full,5.35,Clear,7.28,Normal
